epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.8592,0.34947,1.32634,1.05753,0.98436,0.72222,0.72557,0.64753,0.68301,2.62224,0.86238,0.000654321,0.000654321,0.000654321
2,48.3498,0.24255,0.68635,0.95374,0.97463,0.7113,0.75695,0.68321,0.75695,1.62247,0.86459,0.0012556,0.0012556,0.0012556
